system:index,Name,fid,sum,timestamp,woodStockArea,.geo
20240229T105001_20240229T105231_T31TDK_00000000000000000000,cogra_craponne,1,0.0,2024-02-29,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240229T105001_20240229T105231_T31TDK_00000000000000000001,cogra_severac,2,7992.662639483284,2024-02-29,7992.662639483284,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240229T105001_20240229T105231_T31TEK_00000000000000000000,cogra_craponne,1,0.0,2024-02-29,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240229T105001_20240229T105231_T31TEK_00000000000000000001,cogra_severac,2,7992.662639483284,2024-02-29,7992.662639483284,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240307T103911_20240307T104021_T31TEK_00000000000000000000,cogra_craponne,1,0.0,2024-03-07,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240307T103911_20240307T104021_T31TEK_00000000000000000001,cogra_severac,2,8995.032412390616,2024-03-07,8995.032412390616,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240307T103911_20240307T104021_T31TEL_00000000000000000000,cogra_craponne,1,31438.318049023193,2024-03-07,31438.318049023193,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240307T103911_20240307T104021_T31TEL_00000000000000000001,cogra_severac,2,0.0,2024-03-07,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240310T104841_20240310T105043_T31TEK_00000000000000000000,cogra_craponne,1,0.0,2024-03-10,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240310T104841_20240310T105043_T31TEK_00000000000000000001,cogra_severac,2,6792.880162138097,2024-03-10,6792.880162138097,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240322T103639_20240322T104640_T31TDK_00000000000000000000,cogra_craponne,1,0.0,2024-03-22,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240322T103639_20240322T104640_T31TDK_00000000000000000001,cogra_severac,2,10212.476040619493,2024-03-22,10212.476040619493,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240322T103639_20240322T104640_T31TEK_00000000000000000000,cogra_craponne,1,0.0,2024-03-22,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240322T103639_20240322T104640_T31TEK_00000000000000000001,cogra_severac,2,10274.878855776316,2024-03-22,10274.878855776316,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240322T103639_20240322T104640_T31TEL_00000000000000000000,cogra_craponne,1,18968.47863210042,2024-03-22,18968.47863210042,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240322T103639_20240322T104640_T31TEL_00000000000000000001,cogra_severac,2,0.0,2024-03-22,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240414T104619_20240414T104620_T31TDK_00000000000000000000,cogra_craponne,1,0.0,2024-04-14,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240414T104619_20240414T104620_T31TDK_00000000000000000001,cogra_severac,2,10395.759789590273,2024-04-14,10395.759789590273,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240414T104619_20240414T104620_T31TEK_00000000000000000000,cogra_craponne,1,0.0,2024-04-14,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240414T104619_20240414T104620_T31TEK_00000000000000000001,cogra_severac,2,10395.759789590273,2024-04-14,10395.759789590273,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240419T104621_20240419T104623_T31TDK_00000000000000000000,cogra_craponne,1,0.0,2024-04-19,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
20240419T104621_20240419T104623_T31TDK_00000000000000000001,cogra_severac,2,10290.185196012608,2024-04-19,10290.185196012608,"{""type"":""Polygon"",""coordinates"":[[[3.0600937675025497,44.33218343704105],[3.0602855122520354,44.33192506286452],[3.0605263215060514,44.33157740080089],[3.060793880264201,44.331303078919085],[3.0609409961814458,44.33118823968268],[3.061172867063881,44.3311531970618],[3.0617569818178,44.33113404760074],[3.0622029252989433,44.33119142240405],[3.062537366512049,44.33129670259238],[3.0628316858712488,44.33139880011116],[3.062818311153506,44.331813432725035],[3.0629564912735057,44.331893168252414],[3.0629698660296087,44.33224405735796],[3.0623991111678244,44.33240029623507],[3.0619264933522508,44.33245454139012],[3.061288802923617,44.33256937058841],[3.0608384353231366,44.33259806657038],[3.060481690312553,44.332518330329705],[3.0602631967616754,44.332444993566895],[3.0601428308532324,44.33235244885601],[3.0600937675025497,44.33218343704105]]]}"
20240419T104621_20240419T104623_T31TEK_00000000000000000000,cogra_craponne,1,0.0,2024-04-19,0.0,"{""type"":""Polygon"",""coordinates"":[[[3.831607414806199,45.31903718842203],[3.831660911018079,45.31856685781362],[3.831741246663758,45.31799935852348],[3.8321068194993235,45.3176763414663],[3.8331859682515588,45.31710882783856],[3.833645263288081,45.31684859893755],[3.8351836101624714,45.316657304340836],[3.8353174401353485,45.316729434700946],[3.835531450344685,45.31844141822315],[3.8353798434305038,45.31856996539315],[3.835446733357418,45.319313114745086],[3.8341580046010324,45.31944791820994],[3.833618472802728,45.31916575611378],[3.8326330551710224,45.318999540210754],[3.8324591009722915,45.31904970255467],[3.8324502095163853,45.319256687328135],[3.831607414806199,45.31903718842203]]]}"
